,label,num_niches,mean_load,var_load,load_ratio,mean_resources,weighted_pref,cosine_similarity,taylor,alpha,EnvDim,EnvDimLog,EnvPr,EnvPrLog,EnvPrCorr,EnvPrLogCorr,best_dist,num_resources,generalists,crm_sparsity,mean_num_resources,comp,exp_cg,exp_cg_null,NicheDim,NicheDim_null
0,PRJEB27564,1,4.184889670807137,0.23673582465274973,1.7050063241369946,3.010989010989011,2.3424106778718334,0.9281817582794794,1.17937852087184,3.3124085316901857,30.822601604445914,35.73572911275396,43.25644256939763,43.50873661447228,-0.17888527047878,-0.009807301705492932,0.15452187795360142,50,0.777953911264003,0.08137808137808138,3.010989010989011,8.815534313641027,0.10673082967484501,0.069391063074015,9.369364063284202,14.411077676290446
1,PRJNA625750,1,2.157081090041733,0.2289496836454104,0.9185999363923453,2.576923076923077,2.0754661046055856,0.9337489410549046,1.1626811214010766,2.4827113413716995,31.95042053278163,33.86227708056331,43.78345751037048,43.44942061262574,0.08315025698468759,-0.20346587920772663,0.23504092110617908,50,0.8054047570111227,0.06607495069033531,2.576923076923077,6.246747967829179,0.134474758498716,0.12431088735161301,7.43633980952305,8.044347693951396
2,PRJNA530790,1,2.9975877503159807,0.11129699799807864,1.1888105806126403,2.764705882352941,2.5775121922153232,0.9325032987208604,1.1245575604218483,2.8828215796313823,37.6246112406801,59.641559186677256,43.44447943745264,43.5832188831734,-0.1942941515966936,0.1848568992908568,0.29834986537870606,50,0.9322916439927765,0.08131487889273356,2.764705882352941,3.931715536053522,0.11071955082147901,0.090559210792384,9.031828548621652,11.042499059456242
3,PRJNA674420,1,6.156311720637323,0.382769118441078,2.541165869103619,3.4146341463414633,3.193983336914,0.9192535563188057,1.0867215267708847,2.9730361468470914,36.67349069615703,49.32677513904194,43.2746884239387,43.39049898351409,-0.35926390474904224,0.20561837489636048,0.22288324176278262,50,0.9353808343819572,0.0948509485094851,3.4146341463414633,5.820771404336846,0.105088935668322,0.07614326975746101,9.515749623311105,13.133137087300005
4,PRJNA685389,1,3.091196399039965,0.40317049556737217,1.1892868598615938,3.305263157894737,2.93494592488405,0.9218070423253811,1.116115728563795,2.568840480894521,37.14915262250792,30.518709305685224,43.61855899644417,43.64630747779056,0.073776516875391,0.5302851814911449,0.2153533987781966,50,0.8879613467005883,0.07511961722488038,3.305263157894737,10.044004849349161,0.12216017982005101,0.112284685216987,8.185973542876718,8.905934037821169
5,PRJEB6358,1,0.9727812975001597,0.11960159813876332,0.38961592445217064,2.6857142857142855,2.058104051102928,0.9390055666070326,1.1368237132123626,2.0091513827672998,36.86227394395038,29.067811931615626,43.70027357577295,43.66605466011496,0.07038389625352437,0.25760498550866373,0.17282700797051645,50,0.7663153381766221,0.06103896103896104,2.6857142857142855,28.02145072363079,0.204468033052527,0.17315562534498102,4.890740058829167,5.775151676462617
6,PRJNA352060,1,0.11462906577625842,0.0021196881298935237,0.04407931022406287,3.410958904109589,2.7611514040560285,0.9170230295383578,1.1913632060624402,1.6459784278993694,35.07374991992249,53.07392382672684,43.75346532350285,43.524441461544576,0.34244037573155595,0.23127210015898214,0.2052692280634566,50,0.8094941867312855,0.07932462567696719,3.410958904109589,7.351190735782531,0.24648018985656503,0.241153299021362,4.057121185203294,4.146739870688716
7,PRJNA706727,1,2.105815887038742,0.15786524959856518,0.9376903485434483,3.630952380952381,3.6080077387531353,0.9214797614502975,1.1154406455783066,2.42290374393678,41.009022014790425,42.85828822803625,43.80278950869025,43.69180113219762,0.36369414121818977,0.24538559058544251,0.26250643985614963,50,0.9936808198533225,0.07725430597771023,3.630952380952381,18.06333279239877,0.12538265798880102,0.11277424040222502,7.97558463060592,8.867273203821732
8,PRJNA644520,1,6.128628845584953,2.7472917839509496,2.394134493323062,3.410958904109589,2.869865192333084,0.9286241219426477,1.082823421849541,2.235540219702252,36.33007470792889,51.55149788646266,43.77137125504294,43.538819612648176,0.3031883983325159,-0.3256435364462007,0.21905245678306956,50,0.8413661005635146,0.07257359370445934,3.410958904109589,9.826174156964091,0.14264138653724,0.14148590626420202,7.010588050747288,7.067841783001778
9,PRJNA685914,1,3.9082350332162816,0.5192951534377012,1.4619963518272991,3.4070796460176993,3.411867404297364,0.92566552181453,1.180563960835774,2.611378732299821,37.8771236328071,41.74154006542079,43.75332792702548,43.678065706204144,0.08230714512801995,0.11412114340827628,0.13956966972929855,50,1.0014052381444212,0.07743362831858407,3.4070796460176993,9.441638491505532,0.11404101905507001,0.10812085025055401,8.76877467674244,9.248909878923895
