,label,num_niches,mean_load,var_load,load_ratio,mean_resources,weighted_pref,cosine_similarity,taylor,alpha,EnvDim,EnvDimLog,EnvPr,EnvPrLog,EnvPrCorr,EnvPrLogCorr,best_dist,num_resources,generalists,crm_sparsity,mean_num_resources,comp,exp_cg,exp_cg_null,NicheDim,NicheDim_null
0,PRJNA430990,1,0.024853195552103746,0.001309980681265116,0.009613081743825441,23.666666666666668,20.99132072004761,0.9184834489276363,2.5421093863734305,1.9455107327993693,49.11353612425025,64.16637748724477,88.87966191447491,88.92666724565294,0.12802067620459923,0.3272718297371142,0.23368430830283904,250,0.8869572135231384,0.09543010752688172,23.666666666666668,8.00219147507048,0.6377471680786231,0.17705519603213601,1.5680195068725378,5.647956244212665
1,PRJEB27564,1,26.32316054757426,1.7645318941921395,11.273306213760199,23.355555555555554,23.064052217947584,0.9246680996153859,0.9168740652257984,3.618660497514443,65.5993509565357,58.275998774345766,88.81524138883161,88.82511863870482,-0.17431750289023284,-0.10885353311196866,0.2684522576203868,250,0.987518886591476,0.09379741186970103,23.355555555555554,5.599240089606488,0.049405826987944004,0.04641778379185801,20.24052750385131,21.543467143629695
2,PRJEB36316,1,3.673985536334291,0.025741846190874936,1.5356128133592188,23.28,23.186979479591066,0.9251005168306673,0.8696504757699827,3.6789581250873122,61.470804597071165,52.66818234293622,88.86711203848938,88.87572132544291,-0.10779904297673681,-0.27840581882307447,0.12663150620164024,250,0.9960042731783104,0.09349397590361445,23.28,5.65724020763854,0.046435159275842006,0.043763589590091,21.53540583460973,22.8500451943371
3,PRJNA625750,1,5.805701277612858,1.960618552828452,2.236118549940003,23.42105263157895,22.579007546282167,0.921346835736795,1.1262602291625878,2.0126252995734712,62.03159197982105,53.496999263973926,89.1655118219262,89.0673029765696,0.31604736847275205,-0.25017641660063816,0.18489718147100745,250,0.9640475132120475,0.09406045233565842,23.42105263157895,7.062013253153637,0.15742674936481602,0.15176798342463801,6.3521606336584515,6.589004989293809
4,PRJNA491657,1,0.9164271345087199,0.206043484312797,0.3645599554772182,22.114285714285714,20.694648785887267,0.9214399874921848,1.2221045684075587,1.4656847197409484,61.368797932160454,66.60004171131929,89.03679604611516,88.80970111212567,0.030413921502898233,-0.438241552240342,0.16589758018115522,250,0.935804531661569,0.0891705069124424,22.114285714285714,8.788593502391297,0.29112580377859304,0.27928964787730803,3.434941138919173,3.5805122302252324
5,PRJNA674420,1,0.7247378096484348,0.005290315882170901,0.27268367883043465,24.088607594936708,24.509869009804966,0.9223874738463637,0.9674363011745483,2.755166447048491,87.08621279021766,80.08144080591416,89.01389507646846,89.00533908601625,0.058164301692983145,0.07320342263922441,0.1396463393550188,250,1.0174879935757186,0.09635443037974684,24.088607594936708,7.651423794884778,0.07574809925223401,0.07512647684689401,13.201651392863265,13.310886414093082
6,PRJNA685389,1,7.22879401166491,3.135081361387373,2.921151648851311,23.50515463917526,22.788747920561683,0.9224413367690117,1.1446288757789678,2.2016489796984957,53.72929972349978,41.1208074797229,88.83888620566775,88.89918420969684,-0.2544607411688702,-0.03213297382595215,0.28427408812135946,250,0.9695212931116154,0.09402061855670103,23.50515463917526,7.038708501422403,0.13490922327541102,0.13493259903537702,7.412391649150226,7.411107524415335
7,PRJEB6358,1,1.6983311170125992,0.16816514337544455,0.6792486794672686,22.652173913043477,22.51119039650578,0.9251920141437071,1.0723012261547094,2.1233570565731146,65.34170958591046,81.05345197130654,88.82805319278334,88.7212406115282,-0.19540064536660395,-0.2583151673386226,0.1246837748991726,250,0.9937761595386428,0.09097258599615855,22.652173913043477,8.75422461707111,0.150610332525094,0.141025875544767,6.639650701477501,7.090897299074465
8,PRJNA352060,1,2.7235673383494787,1.1615340453223868,1.0983920000596379,22.658227848101266,21.941295139095608,0.922727093202767,1.225214456046401,1.4919818715617437,60.057972423792826,74.58755834017938,89.40414363622543,89.10362309685713,0.48922997725742334,0.3682498381318595,0.05859907859935111,250,0.968358835747795,0.09063291139240506,22.658227848101266,8.49781535722606,0.274938656778548,0.268408587576815,3.6371749673799405,3.725663210063326
9,PRJNA706727,1,0.590956511032359,0.021026199481206848,0.2314412752771321,23.65934065934066,22.90026532585113,0.921778963739858,1.1191321505416643,2.072857914806842,50.6993024921821,42.9964575293395,89.19405341512366,89.01052517958345,0.29109682459201736,0.11560886553778005,0.06376606795192016,250,0.9679164629133548,0.09463736263736264,23.65934065934066,6.941379133755035,0.156494654731584,0.159574643019556,6.389994608539038,6.26665979680399
